apartment_name,x,y
아델하우스,14143414.104829516,4511422.664149709
아이파크,14144182.977420475,4511598.506610179
아펠바움,14144776.354834195,4511536.542472277
영무예다음,14143403.919096109,4510489.088234318
우림루미아트,14143602.490803782,4510971.752395444
우정에쉐르,14142511.704509351,4511442.579433765
우정에쉐르2,14143681.327267159,4510022.261313634
진흥아파트,14143379.996537533,4511659.0816461425
채널리저브,14143744.256175306,4510156.023216691
청구아파트,14144073.973375093,4511807.573369382
포스코트,14143659.876001287,4510864.588449303
푸른솔아파트1동,14142707.036819842,4511528.935575062
풍림,14143623.051513735,4510157.805410521
풍림(1차),14144444.344452906,4511216.355824215
한일,14143129.394099858,4510994.403479902
현대빌라트,14143324.737542305,4510724.586496318
현대아파트101동,14142551.022553492,4511387.324788911
현대타워(13층-27층),14143475.998466399,4509896.962817598
현대힐스테이트2단지,14143309.330924775,4510977.267803689
홍실아파트,14144215.727614667,4511834.521053381
강남데시앙파크,14148840.88547789,4503460.5945855975
강남신동아파밀리에1단지,14148764.6093628,4504013.297333956
강남신동아파밀리에2단지,14149015.256328274,4504004.91050772
강남엘에이치1단지,14149027.189777683,4504373.0676407665
세곡리엔파크(3단지),14149199.601405028,4503950.396300692
세곡푸르지오,14147924.803992305,4504371.00592483
강남 더샵 포레스트,14148160.834708635,4506408.080785712
강남데시앙포레,14147686.168399889,4506366.081029851
까치마을,14147331.348654937,4506890.304470452
동익,14148320.400066737,4506972.919504669
수서한아름,14149106.104164701,4507554.273359025
신동아,14148534.756878208,4507218.341482369
RudenHouse,14139983.160199624,4512044.645190667
강남상가,14139879.054211836,4511666.379866896
금광아크존(635-14),14141431.54922628,4512758.222918676
뉴현대,14140209.784418982,4512339.213458348
대성아파트,14140288.821257446,4511765.804596221
래미안신사,14139762.057427008,4511856.907333182
로데오현대,14141722.13762505,4512817.35889487
신사동씨티빌,14139878.052336413,4511987.338189645
신사아이빌(522),14139800.985852938,4511941.765101641
신사아크존2,14140996.75755914,4512525.935320387
신성아파트101동,14141129.29454488,4512714.415068109
압구정Ainvill,14140832.772817258,4512052.013857935
압구정대원칸타빌아파트,14141720.757263359,4512886.152436249
압구정케이씨씨(622-1),14141188.227083307,4512698.918839313
압구정하이츠파크,14141329.613968562,4512368.632843694
압구정화이트빌,14140813.470017549,4512086.751930591
유로미아파트B동,14140144.384218138,4512267.897056647
진흥아마란스,14141028.795308594,4512370.990889613
토미,14140890.859327551,4512152.466854336
대림빌라트,14140596.107579831,4513366.863605253
미성1차,14139814.36645573,4512583.694429763
미성2차,14139609.638780218,4512392.887055606
신현대11차,14140295.544954684,4512899.487290487
신현대12차,14140261.00251669,4513091.988331048
신현대9차,14140302.090540748,4512712.393819574
한양1차(영동한양),14141897.354503553,4513286.7388653215
한양2,14142086.7089574,4513217.774246439
한양3,14141826.533043515,4513123.95052791
한양4,14141681.762045737,4513369.909705048
한양5,14142261.992627602,4513093.92543111
한양6,14141590.958737094,4513213.282367624
한양7,14142483.729921315,4513120.595685799
한양8(81동한개동),14142227.20528673,4513238.338653754
"현대10차(201,202동)",14140368.581672598,4513395.766495673
현대13차(208~211동),14140620.419756617,4513275.045870278
"현대14차(203,204,205,206동)",14140486.880895462,4513330.156066824
"현대1차(12,13,21,22,31,32,33동)",14140686.30976322,4513667.477218637
"현대2차(10,11,20,23,24,25동)",14140686.30976322,4513667.477218637
현대3차(61~64동),14140578.485704433,4513419.307179805
현대4차저층(51~56동),14140990.156313341,4513576.302577108
"현대5차(71,72동)",14140757.198014956,4513519.913669646
현대65동(대림아크로빌아파트),14140795.091169622,4513233.355466023
"현대6차(78~81,83,84,86,87동)",14140795.091169622,4513233.355466023
"현대7차(73~77,82,85동)",14140795.091169622,4513233.355466023
현대8차(성수현대:91~95동),14141522.98705602,4513413.06054111
(633-22)로얄팰리스,14141043.14439096,4509395.643499279
(828-76),14141261.152481731,4508668.782916307
강남서해더블루,14141931.284684356,4508049.962649994
강남역우정에쉐르,14141168.991075303,4508808.715304228
강남한솔,14141782.728823889,4508022.926488461
개나리SK뷰,14143128.837502409,4509230.768766433
개나리래미안,14142744.651675787,4508832.17552451
개나리푸르지오,14143140.770951819,4508993.297583412
갤러리아트,14142446.894301806,4508227.362007059
경남아너스빌,14142286.460651677,4509112.032502117
공간쉐르빌,14142422.771368157,4508218.4246218335
노블카운티,14141783.663907614,4507989.366389129
대림역삼,14142740.388139289,4508508.872497568
대명벨리온,14141928.724336062,4508744.326249473
대우디오빌플러스,14141041.49686249,4508693.43546349
래미안그레이튼,14142937.145339262,4508541.2276069
래미안그레이튼(진달래2차),14142836.968929496,4508352.416047623
래미안펜타빌,14142868.694984373,4509130.512165541
로얄빌리지,14141420.528596696,4509245.249575201
롯데캐슬노블,14141558.687216718,4507952.705751281
명인갤러리2차,14142285.391984563,4508703.804423546
베스젠빌,14140969.150325429,4509424.689784866
브라운스톤역삼,14141791.133445445,4508429.542569883
상지리츠빌(1호라인),14142705.36702748,4508550.179298336
상지리츠빌역삼2차,14142743.249050196,4508568.728125302
세종빌라트,14141895.061322045,4508216.053480092
쌍용플레티넘밸류,14140961.669655647,4508386.861240732
쎄비앙101동,14142344.2354674,4508447.403677369
에스케이허브젠,14141029.285114352,4508142.590443255
역삼2차아이파크,14143321.386825632,4508578.732158318
역삼I'PARK,14142674.965674546,4508936.70884309
역삼동우정에쉐르1,14140935.765610132,4508514.007777115
역삼동월드메르디앙,14141854.485367652,4508015.799167408
역삼동하나빌,14142177.189439509,4510318.933825361
역삼디오슈페리움,14141014.713393006,4507940.036605451
역삼래미안,14143148.541052278,4508683.880314529
역삼르비앙1,14141509.305890601,4507879.174410768
역삼엔스위트1,14141879.098107066,4509968.206946069
역삼우성,14141040.550646823,4509312.770819876
역삼우정에쉐르2,14142681.232961874,4509408.230213147
역삼이안애비,14142153.934797887,4508366.418601265
역삼자이,14142528.858842876,4509094.212356409
역삼푸르지오,14142785.0049912,4508717.358451756
예지인,14141263.72396196,4508528.810304645
예지향,14142186.284241918,4508749.840485128
요진와이시티미니,14141950.47616456,4508686.88295952
우림루미아트1,14142444.534328599,4509340.119012248
우성빌라트,14141937.195749316,4508245.054404378
우정에쉐르3,14142607.91794524,4509382.930512667
우정에쉐르멤버스,14142958.763584372,4509469.887087943
은하수,14142882.75463606,4508635.529430037
이스턴오피스텔,14141304.700666528,4508825.566808818
정원,14141367.11750501,4508549.716279626
지석천평대,14141546.720371459,4508212.728270391
진넥스빌2,14142470.171207335,4509280.651869295
탑팰리스,14142160.402460303,4508968.868833575
테헤란아이파크,14142779.294301312,4509362.191258563
풍림지오빌,14140810.709294181,4509152.008671526
프리빌리지,14142173.883250635,4509019.915303882
프리우스역삼101동,14141036.832575824,4509211.573306588
한스빌(836),14141250.042796541,4507906.364531513
한양럭스,14141424.502702516,4509634.176226446
한화진넥스빌,14142502.019713651,4509306.27405609
현대까르띠에710,14142577.716967385,4509238.331899524
현대트라움,14142839.284374904,4508563.831344038
현대휴먼터치빌,14141338.775562655,4509941.979732713
강남한신휴플러스6단지,14149317.076863658,4504489.898872925
강남한신휴플러스8단지,14149872.171504501,4504833.541715313
가람,14147080.59036998,4506567.398022877
개포한신,14146403.94597714,4507806.00836293
래미안 개포 루체하임,14146465.539051395,4507530.324966921
목련타운,14147069.814643268,4506906.451456845
상록수,14146593.08892395,4506522.31143395
샘터마을,14146771.945949804,4506824.903117105
수서,14147625.877763677,4507998.640302153
우성7,14146295.587584797,4507949.577046068
푸른마을아파트101동~111동,14146577.526459139,4506767.540489979
한솔마을,14146204.817672003,4506488.321268151
현대4,14146226.491576869,4507763.175245436
호정빌라트,14146822.685373705,4507715.936959546
강남한양수자인(4단지),14150120.30264948,4505641.408337744
래미안강남힐즈,14148049.069939878,4505402.433459351
래미안포레,14149802.797197837,4505505.473787753
엘에이치강남아이파크,14148866.199530099,4505478.2337875925
골든아트빌,14142802.036873285,4511825.7911189925
뉴현대리버빌,14143785.288539622,4512424.931334915
대우로얄카운티2,14142871.711742576,4512688.784542667
대우리츠카운티,14142979.257502627,4512776.217737697
대우멤버스카운티Ⅱ,14143306.503409717,4512205.578063706
대우유로카운티,14143121.501547966,4512363.186882539
라테라스청담,14143198.545767542,4511803.292623881
래미안청담로이뷰,14143824.717903253,4512507.8286420945
목화,14143128.75957876,4512972.54855644
빌폴라리스,14143551.88496327,4512625.480501678
삼성청담공원아파트,14143202.441949721,4512178.58731767
삼성청담아파트,14142335.997825082,4511545.258130671
삼호빌라A동,14143006.664361265,4512859.370485568
삼호빌라B동,14143024.787174363,4512919.082538685
삼호빌라씨동,14143018.586678732,4512979.524846157
삼환아파트101동,14142874.194167215,4512060.898372216
상지리츠빌(127-16),14143418.546477202,4512691.577789655
상지리츠빌10차,14143090.721708763,4512687.4370468985
상지리츠빌카일룸2차,14143605.952839945,4512738.754299849
상지리츠빌카일룸3차,14143522.34077042,4512588.677308319
씨티2차(201동),14143046.995412778,4513004.749014955
씨티2차(202동),14143008.456605066,4513016.385560723
연세리버빌,14142883.400289107,4513056.573151771
연세리버빌3,14142935.397623252,4513028.752036685
연세리버테라스,14142771.76910374,4513087.412284499
연세청담파크빌,14143308.15093818,4512168.3552745655
연세힐하우스(Ⅱ),14142898.205781382,4513018.069983376
연세힐하우스1,14142851.80781762,4513030.997936267
영풍마드레빌,14142538.042700868,4511723.8394979425
우성아파트,14142788.934569221,4512081.207866823
이니그마빌,14142426.177744571,4512616.735871553
이니그마빌2,14142346.996190768,4512590.909077229
청담(건영),14143393.455063973,4512885.941886054
"청담2차이-편한세상(201동,202동,203동)",14142630.248635095,4512035.353659527
청담2차이-편한세상(205동),14142718.458199594,4511946.649426809
청담3차이-편한세상(301동),14142657.610965926,4511639.979980899
청담4차이-편한세상,14142804.062888023,4511916.68384709
청담7상지리츠빌,14142814.25975338,4512930.957613818
청담8차상지리츠빌,14142984.823477175,4512639.37647789
청담CJ빌리지,14143111.594113287,4512794.352953212
청담대림이-편한세상,14142902.858936097,4511909.694230054
청담대우멤버스카운티10차,14143210.189786281,4512774.224550292
청담대우멤버스카운티6차,14143230.906343516,4512831.170906091
청담대우멤버스카운티8차,14143243.66355716,4512872.42457247
청담대우멤버스카운티9차,14143263.834648889,4512803.0977316685
청담동마크노빌,14142270.16347823,4512593.898806138
청담동삼성1차아파트,14142903.293082114,4511759.7694713995
청담동현대빌라트,14143026.022820707,4512777.747719837
청담디에브스아파트,14143053.284964006,4512243.741384961
청담로얄카운티,14142943.980355997,4512721.292930627
청담린든그로브,14143546.27446093,4512229.088000586
청담매스터빌,14142491.544549566,4512901.775272446
청담범신칼릭스빌2차,14143338.285124335,4512784.1062718555
청담삼익아파트,14144165.255357545,4512304.867553404
청담스위트,14142846.386558417,4511734.379879722
청담신원아침도시마인,14143106.261909675,4512741.140502084
청담아이파크,14143724.708472725,4512574.837544434
청담우방아파트,14142474.701910611,4511577.285781469
청담자이,14143944.453147557,4512344.434831774
청담파라곤Ⅱ1단지,14142762.03978024,4513055.043128889
청담파라곤Ⅱ2단지,14142817.465754714,4513048.894965801
청담파크빌,14142998.782941315,4511708.84999858
청담현대3차아파트,14143486.161935907,4512811.224907922
"청담힐A동,진도B동",14142989.877382051,4512929.8346746955
한신오페라하우스,14142647.859378543,4511736.864099076
한신오페라하우스2차,14142624.393229876,4511683.179829
현대아파트,14142096.649787921,4512040.560845902
현대한강빌라,14143161.82146753,4512970.59744204
효성빌라청담101(B동),14142754.0915686,4512954.469179377
휴먼스타빌,14142704.164776977,4512358.119895451
